form id,writer id,number of sentences,word segmentation,NBTO,NBOK,WOTO,WOOK,path
n04-190,586,4,prt,7,5,72,46,forms/n04-190.png
n04-195,586,6,prt,6,5,70,57,forms/n04-195.png
n04-202,587,6,all,9,9,94,94,forms/n04-202.png
n04-209,587,3,all,8,8,65,65,forms/n04-209.png
n04-213,587,4,all,8,8,74,74,forms/n04-213.png
n04-218,587,4,all,10,10,97,97,forms/n04-218.png
n06-074,588,7,prt,7,6,80,68,forms/n06-074.png
n06-082,588,9,prt,8,6,92,63,forms/n06-082.png
n06-092,588,7,prt,9,7,91,72,forms/n06-092.png
n06-100,588,10,prt,10,9,93,78,forms/n06-100.png
n06-111,588,7,prt,8,6,83,61,forms/n06-111.png
n06-119,588,3,all,7,7,55,55,forms/n06-119.png
n06-123,588,4,prt,11,10,96,86,forms/n06-123.png
n06-128,588,4,prt,9,7,69,57,forms/n06-128.png
n06-133,588,6,prt,9,7,94,74,forms/n06-133.png
n06-140,588,7,prt,8,6,82,59,forms/n06-140.png
n06-148,551,7,prt,9,7,93,72,forms/n06-148.png
n06-156,551,6,prt,8,7,73,63,forms/n06-156.png
n06-163,551,5,prt,10,7,92,65,forms/n06-163.png
n06-169,551,5,prt,9,4,85,38,forms/n06-169.png
n06-175,551,6,prt,10,7,89,54,forms/n06-175.png
n06-182,551,3,all,8,8,72,72,forms/n06-182.png
n06-186,551,7,prt,8,5,85,47,forms/n06-186.png
n06-194,551,6,prt,8,5,89,53,forms/n06-194.png
n06-201,551,4,prt,8,6,80,56,forms/n06-201.png
p01-147,589,7,prt,12,11,99,95,forms/p01-147.png
p01-155,590,5,prt,10,8,90,72,forms/p01-155.png
p01-168,591,5,prt,8,7,77,62,forms/p01-168.png
p01-174,592,6,prt,9,3,71,24,forms/p01-174.png
p02-000,593,7,prt,7,6,73,60,forms/p02-000.png
p02-008,594,4,all,11,11,70,70,forms/p02-008.png
p02-017,595,4,prt,8,6,69,51,forms/p02-017.png
p02-022,596,4,prt,9,7,82,65,forms/p02-022.png
p02-027,597,7,prt,5,4,78,64,forms/p02-027.png
p02-069,598,6,prt,10,6,88,46,forms/p02-069.png
p02-076,599,4,prt,11,10,82,76,forms/p02-076.png
p02-081,599,2,prt,10,9,83,76,forms/p02-081.png
p02-090,598,2,prt,9,8,64,58,forms/p02-090.png
p02-101,600,3,prt,8,7,69,60,forms/p02-101.png
p02-105,601,3,all,8,8,78,78,forms/p02-105.png
p02-109,602,6,prt,9,5,90,61,forms/p02-109.png
p02-115,603,5,all,9,9,78,78,forms/p02-115.png
p02-121,604,5,prt,6,2,63,26,forms/p02-121.png
p02-127,605,3,prt,7,4,88,47,forms/p02-127.png
p02-131,606,3,all,8,8,75,75,forms/p02-131.png
p02-135,607,3,all,9,9,69,69,forms/p02-135.png
p02-139,608,4,prt,6,4,71,54,forms/p02-139.png
p02-144,609,5,prt,12,10,92,75,forms/p02-144.png
p02-150,610,4,prt,9,3,103,24,forms/p02-150.png
p02-155,611,1,all,2,2,13,13,forms/p02-155.png
p03-004,612,4,prt,12,9,69,55,forms/p03-004.png
p03-009,613,2,prt,7,5,71,50,forms/p03-009.png
p03-012,614,2,prt,10,9,75,68,forms/p03-012.png
p03-023,615,3,prt,6,5,75,59,forms/p03-023.png
p03-027,616,1,prt,8,5,81,46,forms/p03-027.png
p03-029,617,3,prt,10,8,73,60,forms/p03-029.png
p03-033,618,6,prt,6,5,74,54,forms/p03-033.png
p03-040,619,6,prt,9,7,86,65,forms/p03-040.png
p03-047,620,9,prt,10,9,97,88,forms/p03-047.png
p03-057,567,11,prt,10,8,96,75,forms/p03-057.png
p03-069,621,2,all,7,7,81,81,forms/p03-069.png
p03-072,622,7,prt,8,7,86,81,forms/p03-072.png
p03-080,623,6,prt,7,4,69,32,forms/p03-080.png
p03-087,567,8,all,11,11,94,94,forms/p03-087.png
p03-096,567,6,all,10,10,88,88,forms/p03-096.png
p03-103,567,8,prt,8,6,75,56,forms/p03-103.png
p03-112,567,8,prt,10,9,96,84,forms/p03-112.png
p03-121,624,7,prt,7,4,82,43,forms/p03-121.png
p03-135,625,6,all,7,7,80,80,forms/p03-135.png
p03-142,626,8,prt,7,6,81,68,forms/p03-142.png
p03-151,627,6,prt,8,5,71,42,forms/p03-151.png
p03-158,628,4,prt,8,7,83,70,forms/p03-158.png
p03-163,629,9,prt,8,2,79,18,forms/p03-163.png
p03-173,630,7,prt,9,5,105,56,forms/p03-173.png
p03-181,631,3,prt,10,6,89,47,forms/p03-181.png
p03-185,632,3,prt,9,8,87,75,forms/p03-185.png
p03-189,633,2,all,5,5,30,30,forms/p03-189.png
p06-030,634,11,prt,9,3,72,23,forms/p06-030.png
p06-042,634,4,prt,11,5,64,29,forms/p06-042.png
p06-047,634,4,prt,11,6,67,39,forms/p06-047.png
p06-052,634,5,prt,9,6,61,40,forms/p06-052.png
p06-058,634,9,prt,11,9,73,57,forms/p06-058.png
p06-069,634,7,prt,11,5,78,37,forms/p06-069.png
p06-088,634,7,prt,10,6,80,46,forms/p06-088.png
p06-096,634,7,prt,11,5,75,34,forms/p06-096.png
p06-104,634,7,prt,10,6,77,45,forms/p06-104.png
p06-242,635,5,all,8,8,77,77,forms/p06-242.png
p06-248,635,4,all,5,5,51,51,forms/p06-248.png
r02-000,636,2,all,8,8,62,62,forms/r02-000.png
r02-003,637,2,all,6,6,61,61,forms/r02-003.png
r02-006,638,3,all,10,10,62,62,forms/r02-006.png
r02-010,639,2,prt,8,5,63,37,forms/r02-010.png
r02-013,640,3,prt,12,9,83,66,forms/r02-013.png
r02-038,641,7,prt,7,6,66,59,forms/r02-038.png
r02-054,642,5,prt,7,6,75,59,forms/r02-054.png
r02-060,643,4,prt,11,8,63,46,forms/r02-060.png
r02-065,644,4,all,8,8,81,81,forms/r02-065.png
r02-070,645,3,all,7,7,72,72,forms/r02-070.png
r02-078,647,2,prt,8,7,58,52,forms/r02-078.png
r02-081,648,8,prt,8,4,76,22,forms/r02-081.png
r02-089,649,6,prt,11,6,108,53,forms/r02-089.png
r02-109,650,7,prt,10,9,90,84,forms/r02-109.png
r02-117,651,9,prt,8,7,81,67,forms/r02-117.png
r02-127,652,3,all,6,6,58,58,forms/r02-127.png
r02-131,653,5,prt,6,4,69,43,forms/r02-131.png
r02-137,654,8,prt,9,4,80,33,forms/r02-137.png
r02-146,655,6,prt,6,2,51,19,forms/r02-146.png
r03-002,658,4,prt,10,8,75,59,forms/r03-002.png
r03-007,658,2,all,9,9,75,75,forms/r03-007.png
r03-026,659,3,prt,11,8,100,69,forms/r03-026.png
r03-030,660,4,prt,7,6,62,51,forms/r03-030.png
r03-035,661,5,prt,9,8,85,82,forms/r03-035.png
r03-050,662,2,all,7,7,70,70,forms/r03-050.png
r03-053,315,2,prt,9,6,76,48,forms/r03-053.png
r03-056,663,8,prt,8,6,104,75,forms/r03-056.png
r03-065,664,7,prt,8,6,81,57,forms/r03-065.png
r03-084,665,5,prt,10,4,102,32,forms/r03-084.png
r03-090,666,5,prt,7,6,81,62,forms/r03-090.png
r03-096,667,4,prt,7,5,74,55,forms/r03-096.png
r03-110,668,4,prt,10,9,108,95,forms/r03-110.png
r03-115,669,1,all,4,4,30,30,forms/r03-115.png
r06-000,635,2,prt,6,5,58,50,forms/r06-000.png
r06-003,635,3,prt,8,6,90,64,forms/r06-003.png
r06-007,635,3,prt,8,7,84,73,forms/r06-007.png
r06-011,635,6,prt,6,4,77,48,forms/r06-011.png
r06-018,635,3,prt,7,6,65,52,forms/r06-018.png
r06-022,635,4,all,8,8,78,78,forms/r06-022.png
r06-027,635,7,all,8,8,89,89,forms/r06-027.png
r06-035,670,5,prt,7,6,64,56,forms/r06-035.png
r06-041,670,2,prt,9,7,66,46,forms/r06-041.png
r06-044,670,4,prt,11,10,87,80,forms/r06-044.png
r06-049,670,3,all,11,11,80,80,forms/r06-049.png
r06-053,670,3,prt,10,9,74,65,forms/r06-053.png
r06-057,670,4,prt,9,6,71,49,forms/r06-057.png
r06-062,670,3,all,10,10,73,73,forms/r06-062.png
r06-066,670,3,prt,10,7,78,54,forms/r06-066.png
r06-070,670,5,prt,10,9,69,67,forms/r06-070.png
r06-076,670,2,prt,9,8,68,58,forms/r06-076.png
r06-090,671,6,all,11,11,82,82,forms/r06-090.png
r06-097,671,5,prt,11,10,78,70,forms/r06-097.png
r06-103,671,2,prt,8,6,58,44,forms/r06-103.png
r06-106,671,4,all,10,10,72,72,forms/r06-106.png
r06-111,671,3,prt,9,7,67,53,forms/r06-111.png
r06-115,671,5,prt,11,8,84,57,forms/r06-115.png
r06-121,671,4,all,11,11,84,84,forms/r06-121.png
r06-126,671,3,all,11,11,81,81,forms/r06-126.png
r06-130,671,6,prt,10,9,83,76,forms/r06-130.png
r06-137,671,5,all,11,11,96,96,forms/r06-137.png
r06-143,635,5,all,5,5,55,55,forms/r06-143.png
